"positive_tumor_cells" "pic" "newLabel"
"654" "70-100%" "16_36_7_13_611.jpg" 5
"655" "70-100%" "16_36_7_2_795.jpg" 5
"656" "70-100%" "16_36_7_3_773.jpg" 5
"657" "70-100%" "16_36_7_4_754.jpg" 5
"658" "0%" "16_36_7_5_736.jpg" 1
"659" "70-100%" "16_36_7_6_718.jpg" 5
"660" "0%" "16_36_7_8_700.jpg" 1
"661" "10-39%" "16_36_7_9_686.jpg" 3
"663" ">0% and <1%" "16_36_8_10_670.jpg" 1
"664" "70-100%" "16_36_8_11_653.jpg" 5
"665" "70-100%" "16_36_8_12_634.jpg" 5
"666" "70-100%" "16_36_8_13_612.jpg" 5
"667" "70-100%" "16_36_8_2_792.jpg" 5
"668" "70-100%" "16_36_8_3_774.jpg" 5
"669" "0%" "16_36_8_4_755.jpg" 1
"670" "0%" "16_36_8_5_737.jpg" 1
"672" "0%" "16_36_8_8_701.jpg" 1
"673" "0%" "16_36_8_9_687.jpg" 1
"674" "70-100%" "16_36_9_1_811.jpg" 5
"675" "1-9%" "16_36_9_10_671.jpg" 2
"676" "70-100%" "16_36_9_11_654.jpg" 5
"677" "70-100%" "16_36_9_12_632.jpg" 5
"678" "70-100%" "16_36_9_13_613.jpg" 5
"679" "40-69%" "16_36_9_2_793.jpg" 4
"680" "40-69%" "16_36_9_3_776.jpg" 4
"682" "70-100%" "16_36_9_5_742.jpg" 5
"683" "70-100%" "16_36_9_8_703.jpg" 5
